legacy_entity_type,legacy_id,new_entity_type,new_id,resolved_clean_id,migration_status,migration_method,notes
clean_sample,1,sample,BILI_0001,1,migrated,platform_sequence_stable_id,
clean_sample,2,sample,BILI_0002,2,migrated,platform_sequence_stable_id,
clean_sample,3,sample,BILI_0003,3,migrated,platform_sequence_stable_id,
clean_sample,4,sample,BILI_0004,4,migrated,platform_sequence_stable_id,
clean_sample,5,sample,BILI_0005,5,migrated,platform_sequence_stable_id,
clean_sample,6,sample,BILI_0006,6,migrated,platform_sequence_stable_id,
clean_sample,7,sample,BILI_0007,7,migrated,platform_sequence_stable_id,
clean_sample,8,sample,BILI_0008,8,migrated,platform_sequence_stable_id,
clean_sample,9,sample,BILI_0009,9,migrated,platform_sequence_stable_id,
clean_sample,10,sample,BILI_0010,10,migrated,platform_sequence_stable_id,
clean_sample,11,sample,BILI_0011,11,migrated,platform_sequence_stable_id,
clean_sample,12,sample,BILI_0012,12,migrated,platform_sequence_stable_id,
clean_sample,13,sample,BILI_0013,13,migrated,platform_sequence_stable_id,
clean_sample,14,sample,BILI_0014,14,migrated,platform_sequence_stable_id,
clean_sample,15,sample,BILI_0015,15,migrated,platform_sequence_stable_id,
clean_sample,16,sample,BILI_0016,16,migrated,platform_sequence_stable_id,
clean_sample,17,sample,BILI_0017,17,migrated,platform_sequence_stable_id,
clean_sample,18,sample,BILI_0018,18,migrated,platform_sequence_stable_id,
clean_sample,19,sample,BILI_0019,19,migrated,platform_sequence_stable_id,
clean_sample,20,sample,BILI_0020,20,migrated,platform_sequence_stable_id,
clean_sample,21,sample,BILI_0021,21,migrated,platform_sequence_stable_id,
clean_sample,22,sample,BILI_0022,22,migrated,platform_sequence_stable_id,
clean_sample,23,sample,BILI_0023,23,migrated,platform_sequence_stable_id,
clean_sample,24,sample,BILI_0024,24,migrated,platform_sequence_stable_id,
clean_sample,25,sample,BILI_0025,25,migrated,platform_sequence_stable_id,
clean_sample,26,sample,BILI_0026,26,migrated,platform_sequence_stable_id,
clean_sample,27,sample,BILI_0027,27,migrated,platform_sequence_stable_id,
clean_sample,28,sample,BILI_0028,28,migrated,platform_sequence_stable_id,
clean_sample,29,sample,BILI_0029,29,migrated,platform_sequence_stable_id,
clean_sample,30,sample,BILI_0030,30,migrated,platform_sequence_stable_id,
clean_sample,31,sample,BILI_0031,31,migrated,platform_sequence_stable_id,
clean_sample,32,sample,BILI_0032,32,migrated,platform_sequence_stable_id,
clean_sample,33,sample,BILI_0033,33,migrated,platform_sequence_stable_id,
clean_sample,34,sample,BILI_0034,34,migrated,platform_sequence_stable_id,
clean_sample,35,sample,BILI_0035,35,migrated,platform_sequence_stable_id,
clean_sample,36,sample,BILI_0036,36,migrated,platform_sequence_stable_id,
clean_sample,37,sample,BILI_0037,37,migrated,platform_sequence_stable_id,
clean_sample,38,sample,BILI_0038,38,migrated,platform_sequence_stable_id,
clean_sample,39,sample,BILI_0039,39,migrated,platform_sequence_stable_id,
clean_sample,40,sample,BILI_0040,40,migrated,platform_sequence_stable_id,
clean_sample,41,sample,BILI_0041,41,migrated,platform_sequence_stable_id,
clean_sample,42,sample,BILI_0042,42,migrated,platform_sequence_stable_id,
clean_sample,43,sample,BILI_0043,43,migrated,platform_sequence_stable_id,
clean_sample,44,sample,BILI_0044,44,migrated,platform_sequence_stable_id,
clean_sample,45,sample,BILI_0045,45,migrated,platform_sequence_stable_id,
clean_sample,46,sample,BILI_0046,46,migrated,platform_sequence_stable_id,
clean_sample,47,sample,BILI_0047,47,migrated,platform_sequence_stable_id,
clean_sample,48,sample,BILI_0048,48,migrated,platform_sequence_stable_id,
clean_sample,49,sample,BILI_0049,49,migrated,platform_sequence_stable_id,
clean_sample,50,sample,BILI_0050,50,migrated,platform_sequence_stable_id,
clean_sample,51,sample,BILI_0051,51,migrated,platform_sequence_stable_id,
clean_sample,52,sample,BILI_0052,52,migrated,platform_sequence_stable_id,
clean_sample,53,sample,BILI_0053,53,migrated,platform_sequence_stable_id,
clean_sample,54,sample,BILI_0054,54,migrated,platform_sequence_stable_id,
clean_sample,55,sample,BILI_0055,55,migrated,platform_sequence_stable_id,
clean_sample,56,sample,BILI_0056,56,migrated,platform_sequence_stable_id,
clean_sample,57,sample,BILI_0057,57,migrated,platform_sequence_stable_id,
clean_sample,58,sample,BILI_0058,58,migrated,platform_sequence_stable_id,
clean_sample,59,sample,BILI_0059,59,migrated,platform_sequence_stable_id,
clean_sample,60,sample,BILI_0060,60,migrated,platform_sequence_stable_id,
clean_sample,61,sample,BILI_0061,61,migrated,platform_sequence_stable_id,
clean_sample,62,sample,BILI_0062,62,migrated,platform_sequence_stable_id,
clean_sample,63,sample,BILI_0063,63,migrated,platform_sequence_stable_id,
clean_sample,64,sample,BILI_0064,64,migrated,platform_sequence_stable_id,
clean_sample,65,sample,BILI_0065,65,migrated,platform_sequence_stable_id,
clean_sample,66,sample,BILI_0066,66,migrated,platform_sequence_stable_id,
clean_sample,67,sample,BILI_0067,67,migrated,platform_sequence_stable_id,
clean_sample,68,sample,BILI_0068,68,migrated,platform_sequence_stable_id,
clean_sample,69,sample,BILI_0069,69,migrated,platform_sequence_stable_id,
clean_sample,70,sample,BILI_0070,70,migrated,platform_sequence_stable_id,
clean_sample,71,sample,BILI_0071,71,migrated,platform_sequence_stable_id,
clean_sample,72,sample,BILI_0072,72,migrated,platform_sequence_stable_id,
clean_sample,73,sample,BILI_0073,73,migrated,platform_sequence_stable_id,
clean_sample,74,sample,BILI_0074,74,migrated,platform_sequence_stable_id,
clean_sample,75,sample,BILI_0075,75,migrated,platform_sequence_stable_id,
clean_sample,76,sample,BILI_0076,76,migrated,platform_sequence_stable_id,
clean_sample,77,sample,BILI_0077,77,migrated,platform_sequence_stable_id,
clean_sample,78,sample,BILI_0078,78,migrated,platform_sequence_stable_id,
clean_sample,79,sample,BILI_0079,79,migrated,platform_sequence_stable_id,
clean_sample,80,sample,BILI_0080,80,migrated,platform_sequence_stable_id,
clean_sample,81,sample,BILI_0081,81,migrated,platform_sequence_stable_id,
clean_sample,82,sample,BILI_0082,82,migrated,platform_sequence_stable_id,
clean_sample,83,sample,BILI_0083,83,migrated,platform_sequence_stable_id,
clean_sample,84,sample,BILI_0084,84,migrated,platform_sequence_stable_id,
clean_sample,85,sample,BILI_0085,85,migrated,platform_sequence_stable_id,
clean_sample,86,sample,BILI_0086,86,migrated,platform_sequence_stable_id,
clean_sample,87,sample,BILI_0087,87,migrated,platform_sequence_stable_id,
clean_sample,88,sample,BILI_0088,88,migrated,platform_sequence_stable_id,
clean_sample,89,sample,BILI_0089,89,migrated,platform_sequence_stable_id,
clean_sample,90,sample,BILI_0090,90,migrated,platform_sequence_stable_id,
clean_sample,91,sample,BILI_0091,91,migrated,platform_sequence_stable_id,
clean_sample,92,sample,BILI_0092,92,migrated,platform_sequence_stable_id,
clean_sample,93,sample,BILI_0093,93,migrated,platform_sequence_stable_id,
clean_sample,94,sample,BILI_0094,94,migrated,platform_sequence_stable_id,
clean_sample,95,sample,BILI_0095,95,migrated,platform_sequence_stable_id,
clean_sample,96,sample,BILI_0096,96,migrated,platform_sequence_stable_id,
clean_sample,97,sample,BILI_0097,97,migrated,platform_sequence_stable_id,
clean_sample,98,sample,BILI_0098,98,migrated,platform_sequence_stable_id,
clean_sample,99,sample,BILI_0099,99,migrated,platform_sequence_stable_id,
clean_sample,100,sample,BILI_0100,100,migrated,platform_sequence_stable_id,
clean_sample,101,sample,BILI_0101,101,migrated,platform_sequence_stable_id,
clean_sample,102,sample,BILI_0102,102,migrated,platform_sequence_stable_id,
clean_sample,103,sample,BILI_0103,103,migrated,platform_sequence_stable_id,
clean_sample,104,sample,BILI_0104,104,migrated,platform_sequence_stable_id,
clean_sample,105,sample,BILI_0105,105,migrated,platform_sequence_stable_id,
clean_sample,106,sample,BILI_0106,106,migrated,platform_sequence_stable_id,
clean_sample,107,sample,BILI_0107,107,migrated,platform_sequence_stable_id,
clean_sample,108,sample,BILI_0108,108,migrated,platform_sequence_stable_id,
clean_sample,109,sample,BILI_0109,109,migrated,platform_sequence_stable_id,
clean_sample,110,sample,BILI_0110,110,migrated,platform_sequence_stable_id,
clean_sample,111,sample,BILI_0111,111,migrated,platform_sequence_stable_id,
clean_sample,112,sample,BILI_0112,112,migrated,platform_sequence_stable_id,
clean_sample,113,sample,BILI_0113,113,migrated,platform_sequence_stable_id,
clean_sample,114,sample,BILI_0114,114,migrated,platform_sequence_stable_id,
clean_sample,115,sample,BILI_0115,115,migrated,platform_sequence_stable_id,
clean_sample,116,sample,BILI_0116,116,migrated,platform_sequence_stable_id,
clean_sample,117,sample,BILI_0117,117,migrated,platform_sequence_stable_id,
clean_sample,118,sample,BILI_0118,118,migrated,platform_sequence_stable_id,
clean_sample,119,sample,BILI_0119,119,migrated,platform_sequence_stable_id,
clean_sample,120,sample,BILI_0120,120,migrated,platform_sequence_stable_id,
clean_sample,121,sample,NGA_0001,121,migrated,platform_sequence_stable_id,
clean_sample,122,sample,NGA_0002,122,migrated,platform_sequence_stable_id,
clean_sample,123,sample,NGA_0003,123,migrated,platform_sequence_stable_id,
clean_sample,124,sample,NGA_0004,124,migrated,platform_sequence_stable_id,
clean_sample,125,sample,NGA_0005,125,migrated,platform_sequence_stable_id,
clean_sample,126,sample,NGA_0006,126,migrated,platform_sequence_stable_id,
clean_sample,127,sample,NGA_0007,127,migrated,platform_sequence_stable_id,
clean_sample,128,sample,NGA_0008,128,migrated,platform_sequence_stable_id,
clean_sample,129,sample,NGA_0009,129,migrated,platform_sequence_stable_id,
clean_sample,130,sample,NGA_0010,130,migrated,platform_sequence_stable_id,
clean_sample,131,sample,NGA_0011,131,migrated,platform_sequence_stable_id,
clean_sample,132,sample,NGA_0012,132,migrated,platform_sequence_stable_id,
clean_sample,133,sample,NGA_0013,133,migrated,platform_sequence_stable_id,
clean_sample,134,sample,NGA_0014,134,migrated,platform_sequence_stable_id,
clean_sample,135,sample,NGA_0015,135,migrated,platform_sequence_stable_id,
clean_sample,136,sample,NGA_0016,136,migrated,platform_sequence_stable_id,
clean_sample,137,sample,NGA_0017,137,migrated,platform_sequence_stable_id,
clean_sample,138,sample,NGA_0018,138,migrated,platform_sequence_stable_id,
clean_sample,139,sample,NGA_0019,139,migrated,platform_sequence_stable_id,
clean_sample,140,sample,NGA_0020,140,migrated,platform_sequence_stable_id,
clean_sample,141,sample,NGA_0021,141,migrated,platform_sequence_stable_id,
clean_sample,142,sample,NGA_0022,142,migrated,platform_sequence_stable_id,
clean_sample,143,sample,NGA_0023,143,migrated,platform_sequence_stable_id,
clean_sample,144,sample,NGA_0024,144,migrated,platform_sequence_stable_id,
clean_sample,145,sample,NGA_0025,145,migrated,platform_sequence_stable_id,
clean_sample,146,sample,NGA_0026,146,migrated,platform_sequence_stable_id,
clean_sample,147,sample,NGA_0027,147,migrated,platform_sequence_stable_id,
clean_sample,148,sample,NGA_0028,148,migrated,platform_sequence_stable_id,
clean_sample,149,sample,NGA_0029,149,migrated,platform_sequence_stable_id,
clean_sample,150,sample,NGA_0030,150,migrated,platform_sequence_stable_id,
clean_sample,151,sample,NGA_0031,151,migrated,platform_sequence_stable_id,
clean_sample,152,sample,NGA_0032,152,migrated,platform_sequence_stable_id,
clean_sample,153,sample,NGA_0033,153,migrated,platform_sequence_stable_id,
clean_sample,154,sample,NGA_0034,154,migrated,platform_sequence_stable_id,
clean_sample,155,sample,NGA_0035,155,migrated,platform_sequence_stable_id,
clean_sample,156,sample,NGA_0036,156,migrated,platform_sequence_stable_id,
clean_sample,157,sample,NGA_0037,157,migrated,platform_sequence_stable_id,
clean_sample,158,sample,NGA_0038,158,migrated,platform_sequence_stable_id,
clean_sample,159,sample,NGA_0039,159,migrated,platform_sequence_stable_id,
clean_sample,160,sample,NGA_0040,160,migrated,platform_sequence_stable_id,
clean_sample,161,sample,NGA_0041,161,migrated,platform_sequence_stable_id,
clean_sample,162,sample,NGA_0042,162,migrated,platform_sequence_stable_id,
clean_sample,163,sample,NGA_0043,163,migrated,platform_sequence_stable_id,
clean_sample,164,sample,NGA_0044,164,migrated,platform_sequence_stable_id,
clean_sample,165,sample,NGA_0045,165,migrated,platform_sequence_stable_id,
clean_sample,166,sample,NGA_0046,166,migrated,platform_sequence_stable_id,
clean_sample,167,sample,NGA_0047,167,migrated,platform_sequence_stable_id,
clean_sample,168,sample,NGA_0048,168,migrated,platform_sequence_stable_id,
clean_sample,169,sample,NGA_0049,169,migrated,platform_sequence_stable_id,
clean_sample,170,sample,NGA_0050,170,migrated,platform_sequence_stable_id,
clean_sample,171,sample,NGA_0051,171,migrated,platform_sequence_stable_id,
clean_sample,172,sample,NGA_0052,172,migrated,platform_sequence_stable_id,
clean_sample,173,sample,NGA_0053,173,migrated,platform_sequence_stable_id,
clean_sample,174,sample,NGA_0054,174,migrated,platform_sequence_stable_id,
clean_sample,175,sample,NGA_0055,175,migrated,platform_sequence_stable_id,
clean_sample,176,sample,NGA_0056,176,migrated,platform_sequence_stable_id,
clean_sample,177,sample,NGA_0057,177,migrated,platform_sequence_stable_id,
clean_sample,178,sample,NGA_0058,178,migrated,platform_sequence_stable_id,
clean_sample,179,sample,NGA_0059,179,migrated,platform_sequence_stable_id,
clean_sample,180,sample,NGA_0060,180,migrated,platform_sequence_stable_id,
clean_sample,181,sample,NGA_0061,181,migrated,platform_sequence_stable_id,
clean_sample,182,sample,NGA_0062,182,migrated,platform_sequence_stable_id,
clean_sample,183,sample,NGA_0063,183,migrated,platform_sequence_stable_id,
clean_sample,184,sample,NGA_0064,184,migrated,platform_sequence_stable_id,
clean_sample,185,sample,NGA_0065,185,migrated,platform_sequence_stable_id,
clean_sample,186,sample,NGA_0066,186,migrated,platform_sequence_stable_id,
clean_sample,187,sample,NGA_0067,187,migrated,platform_sequence_stable_id,
clean_sample,188,sample,NGA_0068,188,migrated,platform_sequence_stable_id,
clean_sample,189,sample,NGA_0069,189,migrated,platform_sequence_stable_id,
clean_sample,190,sample,NGA_0070,190,migrated,platform_sequence_stable_id,
clean_sample,191,sample,NGA_0071,191,migrated,platform_sequence_stable_id,
clean_sample,192,sample,NGA_0072,192,migrated,platform_sequence_stable_id,
clean_sample,193,sample,NGA_0073,193,migrated,platform_sequence_stable_id,
clean_sample,194,sample,NGA_0074,194,migrated,platform_sequence_stable_id,
clean_sample,195,sample,NGA_0075,195,migrated,platform_sequence_stable_id,
clean_sample,196,sample,NGA_0076,196,migrated,platform_sequence_stable_id,
clean_sample,197,sample,NGA_0077,197,migrated,platform_sequence_stable_id,
clean_sample,198,sample,NGA_0078,198,migrated,platform_sequence_stable_id,
clean_sample,199,sample,NGA_0079,199,migrated,platform_sequence_stable_id,
clean_sample,200,sample,NGA_0080,200,migrated,platform_sequence_stable_id,
clean_sample,201,sample,NGA_0081,201,migrated,platform_sequence_stable_id,
clean_sample,202,sample,NGA_0082,202,migrated,platform_sequence_stable_id,
clean_sample,203,sample,NGA_0083,203,migrated,platform_sequence_stable_id,
clean_sample,204,sample,NGA_0084,204,migrated,platform_sequence_stable_id,
clean_sample,205,sample,NGA_0085,205,migrated,platform_sequence_stable_id,
clean_sample,206,sample,NGA_0086,206,migrated,platform_sequence_stable_id,
clean_sample,207,sample,NGA_0087,207,migrated,platform_sequence_stable_id,
clean_sample,208,sample,NGA_0088,208,migrated,platform_sequence_stable_id,
clean_sample,209,sample,NGA_0089,209,migrated,platform_sequence_stable_id,
clean_sample,210,sample,NGA_0090,210,migrated,platform_sequence_stable_id,
clean_sample,211,sample,NGA_0091,211,migrated,platform_sequence_stable_id,
clean_sample,212,sample,NGA_0092,212,migrated,platform_sequence_stable_id,
clean_sample,213,sample,NGA_0093,213,migrated,platform_sequence_stable_id,
clean_sample,214,sample,NGA_0094,214,migrated,platform_sequence_stable_id,
clean_sample,215,sample,NGA_0095,215,migrated,platform_sequence_stable_id,
clean_sample,216,sample,NGA_0096,216,migrated,platform_sequence_stable_id,
clean_sample,217,sample,NGA_0097,217,migrated,platform_sequence_stable_id,
clean_sample,218,sample,NGA_0098,218,migrated,platform_sequence_stable_id,
clean_sample,219,sample,NGA_0099,219,migrated,platform_sequence_stable_id,
clean_sample,220,sample,NGA_0100,220,migrated,platform_sequence_stable_id,
clean_sample,221,sample,NGA_0101,221,migrated,platform_sequence_stable_id,
clean_sample,222,sample,NGA_0102,222,migrated,platform_sequence_stable_id,
clean_sample,223,sample,NGA_0103,223,migrated,platform_sequence_stable_id,
clean_sample,224,sample,NGA_0104,224,migrated,platform_sequence_stable_id,
clean_sample,225,sample,NGA_0105,225,migrated,platform_sequence_stable_id,
clean_sample,226,sample,NGA_0106,226,migrated,platform_sequence_stable_id,
clean_sample,227,sample,NGA_0107,227,migrated,platform_sequence_stable_id,
clean_sample,228,sample,NGA_0108,228,migrated,platform_sequence_stable_id,
clean_sample,229,sample,NGA_0109,229,migrated,platform_sequence_stable_id,
clean_sample,230,sample,NGA_0110,230,migrated,platform_sequence_stable_id,
clean_sample,231,sample,NGA_0111,231,migrated,platform_sequence_stable_id,
clean_sample,232,sample,NGA_0112,232,migrated,platform_sequence_stable_id,
clean_sample,233,sample,NGA_0113,233,migrated,platform_sequence_stable_id,
clean_sample,234,sample,NGA_0114,234,migrated,platform_sequence_stable_id,
clean_sample,235,sample,NGA_0115,235,migrated,platform_sequence_stable_id,
clean_sample,236,sample,NGA_0116,236,migrated,platform_sequence_stable_id,
clean_sample,237,sample,NGA_0117,237,migrated,platform_sequence_stable_id,
clean_sample,238,sample,NGA_0118,238,migrated,platform_sequence_stable_id,
clean_sample,239,sample,NGA_0119,239,migrated,platform_sequence_stable_id,
clean_sample,240,sample,NGA_0120,240,migrated,platform_sequence_stable_id,
clean_sample,241,sample,TIEBA_0001,241,migrated,platform_sequence_stable_id,
clean_sample,242,sample,TIEBA_0002,242,migrated,platform_sequence_stable_id,
clean_sample,243,sample,TIEBA_0003,243,migrated,platform_sequence_stable_id,
clean_sample,244,sample,TIEBA_0004,244,migrated,platform_sequence_stable_id,
clean_sample,245,sample,TIEBA_0005,245,migrated,platform_sequence_stable_id,
clean_sample,246,sample,TIEBA_0006,246,migrated,platform_sequence_stable_id,
clean_sample,247,sample,TIEBA_0007,247,migrated,platform_sequence_stable_id,
clean_sample,248,sample,TIEBA_0008,248,migrated,platform_sequence_stable_id,
clean_sample,249,sample,TIEBA_0009,249,migrated,platform_sequence_stable_id,
clean_sample,250,sample,TIEBA_0010,250,migrated,platform_sequence_stable_id,
clean_sample,251,sample,TIEBA_0011,251,migrated,platform_sequence_stable_id,
clean_sample,252,sample,TIEBA_0012,252,migrated,platform_sequence_stable_id,
clean_sample,253,sample,TIEBA_0013,253,migrated,platform_sequence_stable_id,
clean_sample,254,sample,TIEBA_0014,254,migrated,platform_sequence_stable_id,
clean_sample,255,sample,TIEBA_0015,255,migrated,platform_sequence_stable_id,
clean_sample,256,sample,TIEBA_0016,256,migrated,platform_sequence_stable_id,
clean_sample,257,sample,TIEBA_0017,257,migrated,platform_sequence_stable_id,
clean_sample,258,sample,TIEBA_0018,258,migrated,platform_sequence_stable_id,
clean_sample,259,sample,TIEBA_0019,259,migrated,platform_sequence_stable_id,
clean_sample,260,sample,TIEBA_0020,260,migrated,platform_sequence_stable_id,
clean_sample,261,sample,TIEBA_0021,261,migrated,platform_sequence_stable_id,
clean_sample,262,sample,TIEBA_0022,262,migrated,platform_sequence_stable_id,
clean_sample,263,sample,TIEBA_0023,263,migrated,platform_sequence_stable_id,
clean_sample,264,sample,TIEBA_0024,264,migrated,platform_sequence_stable_id,
clean_sample,265,sample,TIEBA_0025,265,migrated,platform_sequence_stable_id,
clean_sample,266,sample,TIEBA_0026,266,migrated,platform_sequence_stable_id,
clean_sample,267,sample,TIEBA_0027,267,migrated,platform_sequence_stable_id,
clean_sample,268,sample,TIEBA_0028,268,migrated,platform_sequence_stable_id,
clean_sample,269,sample,TIEBA_0029,269,migrated,platform_sequence_stable_id,
clean_sample,270,sample,TIEBA_0030,270,migrated,platform_sequence_stable_id,
clean_sample,271,sample,TIEBA_0031,271,migrated,platform_sequence_stable_id,
clean_sample,272,sample,TIEBA_0032,272,migrated,platform_sequence_stable_id,
clean_sample,273,sample,TIEBA_0033,273,migrated,platform_sequence_stable_id,
clean_sample,274,sample,TIEBA_0034,274,migrated,platform_sequence_stable_id,
clean_sample,275,sample,TIEBA_0035,275,migrated,platform_sequence_stable_id,
clean_sample,276,sample,TIEBA_0036,276,migrated,platform_sequence_stable_id,
clean_sample,277,sample,TIEBA_0037,277,migrated,platform_sequence_stable_id,
clean_sample,278,sample,TIEBA_0038,278,migrated,platform_sequence_stable_id,
clean_sample,279,sample,TIEBA_0039,279,migrated,platform_sequence_stable_id,
clean_sample,280,sample,TIEBA_0040,280,migrated,platform_sequence_stable_id,
clean_sample,281,sample,TIEBA_0041,281,migrated,platform_sequence_stable_id,
clean_sample,282,sample,TIEBA_0042,282,migrated,platform_sequence_stable_id,
clean_sample,283,sample,TIEBA_0043,283,migrated,platform_sequence_stable_id,
clean_sample,284,sample,TIEBA_0044,284,migrated,platform_sequence_stable_id,
clean_sample,285,sample,TIEBA_0045,285,migrated,platform_sequence_stable_id,
clean_sample,286,sample,TIEBA_0046,286,migrated,platform_sequence_stable_id,
clean_sample,287,sample,TIEBA_0047,287,migrated,platform_sequence_stable_id,
clean_sample,288,sample,TIEBA_0048,288,migrated,platform_sequence_stable_id,
clean_sample,289,sample,TIEBA_0049,289,migrated,platform_sequence_stable_id,
clean_sample,290,sample,TIEBA_0050,290,migrated,platform_sequence_stable_id,
clean_sample,291,sample,TIEBA_0051,291,migrated,platform_sequence_stable_id,
clean_sample,292,sample,TIEBA_0052,292,migrated,platform_sequence_stable_id,
clean_sample,293,sample,TIEBA_0053,293,migrated,platform_sequence_stable_id,
clean_sample,294,sample,TIEBA_0054,294,migrated,platform_sequence_stable_id,
clean_sample,295,sample,TIEBA_0055,295,migrated,platform_sequence_stable_id,
clean_sample,296,sample,TIEBA_0056,296,migrated,platform_sequence_stable_id,
clean_sample,297,sample,TIEBA_0057,297,migrated,platform_sequence_stable_id,
clean_sample,298,sample,TIEBA_0058,298,migrated,platform_sequence_stable_id,
clean_sample,299,sample,TIEBA_0059,299,migrated,platform_sequence_stable_id,
clean_sample,300,sample,TIEBA_0060,300,migrated,platform_sequence_stable_id,
clean_sample,301,sample,TIEBA_0061,301,migrated,platform_sequence_stable_id,
clean_sample,302,sample,TIEBA_0062,302,migrated,platform_sequence_stable_id,
clean_sample,303,sample,TIEBA_0063,303,migrated,platform_sequence_stable_id,
clean_sample,304,sample,TIEBA_0064,304,migrated,platform_sequence_stable_id,
clean_sample,305,sample,TIEBA_0065,305,migrated,platform_sequence_stable_id,
clean_sample,306,sample,TIEBA_0066,306,migrated,platform_sequence_stable_id,
clean_sample,307,sample,TIEBA_0067,307,migrated,platform_sequence_stable_id,
clean_sample,308,sample,TIEBA_0068,308,migrated,platform_sequence_stable_id,
clean_sample,309,sample,TIEBA_0069,309,migrated,platform_sequence_stable_id,
clean_sample,310,sample,TIEBA_0070,310,migrated,platform_sequence_stable_id,
clean_sample,311,sample,TIEBA_0071,311,migrated,platform_sequence_stable_id,
clean_sample,312,sample,TIEBA_0072,312,migrated,platform_sequence_stable_id,
clean_sample,313,sample,TIEBA_0073,313,migrated,platform_sequence_stable_id,
clean_sample,314,sample,TIEBA_0074,314,migrated,platform_sequence_stable_id,
clean_sample,315,sample,TIEBA_0075,315,migrated,platform_sequence_stable_id,
